EPPLER 193
  1.0000000  0.0000000
  0.9966100  0.0005100
  0.9867400  0.0022000
  0.9710800  0.0052200
  0.9502300  0.0093200
  0.9245200  0.0141500
  0.8941400  0.0195700
  0.8594500  0.0255800
  0.8209600  0.0321500
  0.7792300  0.0391400
  0.7348400  0.0464300
  0.6883900  0.0538200
  0.6405200  0.0611200
  0.5918700  0.0680800
  0.5430600  0.0743700
  0.4945800  0.0795500
  0.4467300  0.0833300
  0.3997900  0.0855200
  0.3540300  0.0860400
  0.3096800  0.0848800
  0.2669600  0.0821400
  0.2262000  0.0780700
  0.1878100  0.0728500
  0.1521800  0.0666400
  0.1196800  0.0595800
  0.0906100  0.0518300
  0.0652500  0.0435400
  0.0438300  0.0348900
  0.0265200  0.0261000
  0.0134400  0.0174100
  0.0046500  0.0091700
  0.0002600  0.0019200
  0.0012900 -0.0037300
  0.0081900 -0.0083700
  0.0204400 -0.0125000
  0.0379100 -0.0158600
  0.0604900 -0.0183900
  0.0880100 -0.0200800
  0.1202600 -0.0209700
  0.1569700 -0.0211000
  0.1977800 -0.0205900
  0.2422700 -0.0195400
  0.2899800 -0.0180600
  0.3403500 -0.0162700
  0.3928000 -0.0142900
  0.4467200 -0.0122300
  0.5014500 -0.0101800
  0.5563000 -0.0082300
  0.6105900 -0.0064400
  0.6636400 -0.0048500
  0.7147900 -0.0035000
  0.7633900 -0.0023900
  0.8088200 -0.0015300
  0.8505000 -0.0009000
  0.8878800 -0.0004800
  0.9204800 -0.0001800
  0.9479400  0.0001000
  0.9700300  0.0003300
  0.9864000  0.0003400
  0.9965500  0.0001400
  1.0000000  0.0000000
