EPPLER 387
  1.0000000  0.0000000
  0.9967700  0.0004300
  0.9872900  0.0018000
  0.9719800  0.0042300
  0.9512800  0.0076300
  0.9255400  0.0118400
  0.8951000  0.0167900
  0.8603500  0.0224200
  0.8218300  0.0286600
  0.7800700  0.0354000
  0.7356700  0.0424900
  0.6892200  0.0497500
  0.6413600  0.0569600
  0.5927200  0.0639000
  0.5439400  0.0702000
  0.4954900  0.0754600
  0.4476700  0.0793600
  0.4007700  0.0817300
  0.3550500  0.0824700
  0.3107800  0.0815600
  0.2681300  0.0790800
  0.2274200  0.0752900
  0.1890600  0.0703700
  0.1534500  0.0644800
  0.1209400  0.0577500
  0.0918500  0.0503300
  0.0664300  0.0423800
  0.0449300  0.0340800
  0.0274800  0.0256200
  0.0142300  0.0172600
  0.0051900  0.0093100
  0.0004400  0.0023400
  0.0009100 -0.0028600
  0.0071700 -0.0068200
  0.0189000 -0.0101700
  0.0359600 -0.0126500
  0.0582700 -0.0142500
  0.0856900 -0.0150000
  0.1180000 -0.0150200
  0.1549000 -0.0144100
  0.1959900 -0.0132900
  0.2408300 -0.0117700
  0.2889200 -0.0099800
  0.3396800 -0.0080400
  0.3925200 -0.0060500
  0.4467900 -0.0041000
  0.5018200 -0.0022800
  0.5569400 -0.0006500
  0.6114700  0.0007400
  0.6647200  0.0018600
  0.7160200  0.0026800
  0.7647500  0.0032000
  0.8102700  0.0034200
  0.8520200  0.0033700
  0.8894400  0.0030700
  0.9220500  0.0025800
  0.9494200  0.0019600
  0.9711800  0.0013200
  0.9870500  0.0007100
  0.9967400  0.0002100
  1.0000000  0.0000000
